time,x,y,z
18:36:26:36,-0.13,0.05,-0.01
18:36:26:38,-0.08,0.05,-0.03
18:36:26:40,-0.08,0.02,-0.01
18:36:26:44,-0.08,0.02,0.03
18:36:26:51,-0.09,0.02,0.08
18:36:26:62,-0.12,0.01,0.11
18:36:26:71,-0.16,0.01,0.11
18:36:26:115,-0.17,0.02,0.07
18:36:26:117,-0.15,0.03,0.03
18:36:26:119,-0.10,0.04,0.01
18:36:26:121,-0.06,0.04,-0.00
18:36:26:122,-0.01,0.01,0.01
18:36:26:132,0.02,-0.01,0.02
18:36:26:139,0.05,-0.03,0.04
18:36:26:150,0.05,-0.03,0.04
18:36:26:158,0.03,-0.02,0.02
18:36:26:168,-0.00,-0.01,0.01
18:36:26:177,-0.05,-0.00,-0.00
18:36:26:187,-0.08,0.01,-0.01
18:36:26:234,-0.11,0.02,0.01
18:36:26:237,-0.13,0.02,0.04
18:36:26:239,-0.13,0.03,0.07
18:36:26:241,-0.16,0.03,0.12
18:36:26:242,-0.17,0.02,0.14
18:36:26:254,-0.19,0.00,0.15
18:36:26:258,-0.26,-0.08,0.20
18:36:26:274,-0.32,-0.09,0.26
18:36:26:276,-0.32,-0.05,0.30
18:36:26:284,-0.30,0.05,0.30
18:36:26:294,-0.27,0.15,0.22
18:36:26:304,-0.27,0.09,0.12
18:36:26:354,-0.34,-0.09,0.18
18:36:26:357,-0.53,-0.98,1.08
18:36:26:359,-1.17,-1.86,1.79
18:36:26:363,-1.49,-2.04,2.72
18:36:26:365,-1.29,-2.12,3.55
18:36:26:368,-0.98,-0.51,2.66
18:36:26:376,-0.44,1.10,1.65
18:36:26:382,-0.23,1.51,0.68
18:36:26:391,-1.04,0.67,0.15
18:36:26:401,-1.94,-1.18,0.27
18:36:26:410,-2.17,-2.63,0.91
18:36:26:454,-1.73,-2.14,0.65
18:36:26:459,-0.66,-0.13,0.48
18:36:26:464,-1.23,0.30,-0.10
18:36:26:466,-1.35,1.48,-1.37
18:36:26:469,-1.16,1.98,-2.54
18:36:26:471,-1.41,1.57,-4.02
18:36:26:479,-0.01,1.79,-4.47
18:36:26:488,-0.07,0.97,-4.40
18:36:26:500,-0.85,-0.37,-3.79
18:36:26:508,-1.14,-0.71,-3.35
18:36:26:550,-1.34,-0.29,-3.09
18:36:26:553,-0.97,-0.04,-2.61
18:36:26:555,-0.67,-0.10,-2.04
18:36:26:557,-0.25,-0.44,-1.55
18:36:26:563,0.24,-0.57,-1.21
18:36:26:571,0.86,-0.55,-1.05
18:36:26:576,1.36,-0.43,-1.01
18:36:26:586,1.45,-0.42,-1.04
18:36:26:637,1.32,-0.47,-1.15
18:36:26:641,1.06,-0.47,-1.36
18:36:26:643,0.81,-0.43,-1.57
18:36:26:645,0.59,-0.39,-1.72
18:36:26:647,0.50,-0.38,-1.78
18:36:26:658,0.42,-0.48,-1.74
18:36:26:810,0.39,-0.56,-1.55
18:36:26:812,0.41,-0.57,-1.26
18:36:26:813,0.42,-0.57,-0.93
18:36:26:815,0.35,-0.57,-0.65
18:36:26:816,0.20,-0.57,-0.53
18:36:26:818,0.02,-0.54,-0.51
18:36:26:820,-0.14,-0.46,-0.57
18:36:26:821,-0.27,-0.36,-0.64
18:36:26:823,-0.37,-0.28,-0.62
18:36:26:824,-0.44,-0.24,-0.51
18:36:26:825,-0.47,-0.20,-0.31
18:36:26:827,-0.46,-0.16,-0.10
18:36:26:829,-0.65,0.04,0.35
18:36:26:830,-0.70,0.05,0.33
18:36:26:838,-0.72,0.06,0.31
18:36:26:891,-0.70,0.04,0.31
18:36:26:894,-0.65,0.04,0.35
18:36:26:899,-0.56,0.03,0.39
18:36:26:900,-0.48,0.03,0.44
18:36:26:902,-0.43,0.03,0.49
18:36:26:903,-0.37,0.04,0.51
18:36:26:906,-0.36,0.05,0.53
18:36:26:915,-0.37,0.05,0.53
18:36:26:925,-0.38,0.07,0.52
18:36:26:968,-0.42,0.08,0.52
18:36:26:971,-0.43,0.10,0.51
18:36:26:973,-0.44,0.09,0.51
18:36:26:975,-0.45,0.11,0.51
18:36:26:977,-0.44,0.12,0.50
18:36:26:986,-0.44,0.12,0.49
18:36:26:993,-0.43,0.14,0.47
18:36:27:3,-0.42,0.14,0.45
18:36:27:17,-0.40,0.14,0.45
18:36:27:22,-0.38,0.13,0.45
18:36:27:34,-0.36,0.11,0.45
18:36:27:42,-0.34,0.12,0.44
18:36:27:84,-0.33,0.13,0.42
18:36:27:87,-0.31,0.14,0.40
18:36:27:88,-0.29,0.13,0.36
18:36:27:91,-0.26,0.13,0.33
18:36:27:92,-0.24,0.11,0.30
18:36:27:103,-0.21,0.10,0.27
18:36:27:110,-0.17,0.09,0.24
18:36:27:119,-0.14,0.08,0.22
18:36:27:166,-0.13,0.07,0.20
18:36:27:169,-0.12,0.07,0.20
18:36:27:171,-0.11,0.06,0.17
18:36:27:172,-0.09,0.06,0.16
18:36:27:178,-0.08,0.07,0.15
18:36:27:188,-0.06,0.07,0.13
18:36:27:204,-0.05,0.07,0.11
18:36:27:207,-0.02,0.06,0.08
18:36:27:217,-0.00,0.05,0.06
18:36:27:226,-0.00,0.04,0.04
18:36:27:248,-0.00,0.03,0.03
18:36:27:292,-0.01,0.03,0.02
18:36:27:295,-0.01,0.02,0.01
18:36:27:297,-0.00,0.02,0.00
18:36:27:299,-0.01,0.03,0.01
18:36:27:301,-0.00,0.02,0.02
18:36:27:307,0.01,0.02,0.01
18:36:27:318,0.02,0.01,0.01
18:36:27:324,0.02,-0.00,0.02
18:36:27:334,0.02,-0.00,0.00
18:36:27:343,0.02,0.00,-0.00
18:36:27:381,0.01,0.01,-0.01
18:36:27:384,0.02,0.02,-0.03
18:36:27:385,0.03,0.01,-0.03
18:36:27:386,0.04,0.01,-0.03
18:36:27:391,0.06,0.01,-0.02
18:36:27:402,0.07,0.00,-0.01
18:36:27:411,0.07,-0.01,-0.02
18:36:27:421,0.09,-0.02,-0.02
18:36:27:470,0.09,-0.03,-0.03
18:36:27:472,0.09,-0.02,-0.06
18:36:27:474,0.09,-0.02,-0.07
18:36:27:475,0.07,-0.01,-0.08
18:36:27:477,0.06,-0.01,-0.06
18:36:27:478,0.05,-0.01,-0.04
18:36:27:488,0.03,-0.00,-0.02
18:36:27:501,0.02,-0.00,-0.00
18:36:27:508,0.01,0.01,-0.00
18:36:27:518,0.00,0.01,-0.00
18:36:27:527,-0.00,-0.00,-0.01
18:36:27:566,0.01,-0.00,-0.01
18:36:27:568,0.01,-0.00,-0.01
18:36:27:570,0.01,-0.00,-0.01
18:36:27:572,0.01,0.01,-0.00
18:36:27:576,0.01,0.01,-0.01
18:36:27:586,-0.01,-0.00,-0.02
18:36:27:595,-0.01,-0.00,-0.02
18:36:27:605,-0.01,-0.01,-0.02
18:36:27:618,0.00,-0.01,-0.01
18:36:27:624,0.03,-0.01,0.00
18:36:27:634,0.04,-0.01,-0.01
18:36:27:644,0.04,-0.01,-0.02
18:36:27:689,0.03,-0.01,-0.02
18:36:27:692,0.02,0.00,-0.02
18:36:27:694,0.01,-0.01,-0.01
18:36:27:699,0.01,-0.01,-0.00
18:36:27:839,0.01,-0.02,0.01
18:36:27:840,0.01,-0.02,-0.00
18:36:27:841,0.01,-0.01,0.00
18:36:27:843,-0.00,-0.01,0.00
18:36:27:844,-0.01,0.00,0.01
18:36:27:846,-0.01,0.01,0.02
18:36:27:848,-0.02,0.01,0.02
18:36:27:849,-0.03,0.01,0.02
18:36:27:851,-0.02,0.01,0.01
18:36:27:853,-0.02,0.01,0.02
18:36:27:855,-0.01,0.01,0.02
18:36:27:856,-0.01,0.00,0.01
18:36:27:858,0.02,-0.01,-0.01
18:36:27:859,0.02,-0.01,0.00
18:36:27:877,0.02,-0.01,-0.01
18:36:27:918,0.01,-0.02,-0.01
18:36:27:920,0.01,-0.01,-0.01
18:36:27:922,0.01,-0.00,0.01
18:36:27:923,-0.01,0.01,0.03
18:36:27:925,-0.02,0.02,0.04
18:36:27:936,-0.02,0.02,0.04
18:36:27:945,-0.03,0.02,0.03
18:36:27:991,-0.03,0.01,0.01
18:36:27:995,-0.02,0.01,-0.01
18:36:27:996,-0.02,0.01,-0.02
18:36:27:999,0.01,0.01,-0.02
18:36:28:1,0.03,-0.00,-0.02
18:36:28:3,0.03,-0.01,-0.01
18:36:28:13,0.02,-0.01,-0.00
18:36:28:23,-0.00,-0.00,0.02
18:36:28:35,-0.01,-0.00,0.04
18:36:28:42,-0.01,-0.00,0.04
18:36:28:52,-0.00,-0.01,0.04
18:36:28:61,-0.00,-0.02,0.01
18:36:28:106,-0.00,-0.01,-0.01
18:36:28:109,-0.00,-0.00,-0.02
18:36:28:111,-0.01,0.01,-0.03
18:36:28:113,-0.02,0.01,-0.02
18:36:28:116,-0.03,0.01,-0.01
18:36:28:125,-0.04,0.01,-0.00
18:36:28:129,-0.03,0.02,0.01
18:36:28:139,-0.02,0.02,0.02
18:36:28:190,-0.00,0.01,0.03
18:36:28:193,0.03,0.01,0.03
18:36:28:194,0.04,-0.00,0.02
18:36:28:196,0.06,-0.00,-0.00
18:36:28:199,0.06,-0.00,-0.02
18:36:28:201,0.06,-0.00,-0.02
18:36:28:208,0.05,-0.00,-0.02
18:36:28:220,0.03,-0.00,-0.02
18:36:28:227,0.02,0.01,-0.02
18:36:28:237,0.01,0.02,-0.02
18:36:28:246,-0.01,0.02,-0.00
18:36:28:299,-0.02,0.02,0.01
18:36:28:301,-0.04,0.02,0.03
18:36:28:302,-0.05,0.01,0.02
18:36:28:305,-0.04,0.01,0.01
18:36:28:306,-0.03,0.01,0.01
18:36:28:308,-0.01,0.01,0.01
18:36:28:315,0.02,-0.00,0.01
18:36:28:324,0.03,-0.01,-0.00
18:36:28:367,0.04,-0.01,-0.01
18:36:28:369,0.04,-0.01,-0.02
18:36:28:370,0.02,-0.00,-0.03
18:36:28:372,0.01,0.00,-0.03
18:36:28:374,-0.00,0.00,-0.02
18:36:28:387,0.01,-0.01,-0.01
18:36:28:392,0.01,-0.01,-0.00
18:36:28:404,0.02,-0.01,0.02
18:36:28:411,0.03,-0.01,0.02
18:36:28:421,0.02,-0.01,0.02
18:36:28:432,0.01,-0.01,0.01
18:36:28:490,-0.00,-0.02,-0.00
18:36:28:493,-0.02,-0.02,-0.00
18:36:28:495,-0.04,0.00,-0.01
18:36:28:497,-0.05,0.01,0.01
18:36:28:502,-0.04,0.02,0.03
18:36:28:504,-0.04,0.02,0.05
18:36:28:506,-0.02,0.00,0.07
18:36:28:520,-0.02,0.00,0.05
18:36:28:523,-0.02,0.00,0.01
18:36:28:528,0.00,-0.01,-0.03
18:36:28:538,0.02,-0.01,-0.06
18:36:28:548,0.03,-0.01,-0.06
18:36:28:603,0.05,-0.02,-0.05
18:36:28:607,0.06,-0.01,-0.03
18:36:28:609,0.05,0.00,-0.00
18:36:28:611,0.05,0.00,0.01
18:36:28:613,0.04,0.01,0.03
18:36:28:616,0.03,0.01,0.04
18:36:28:620,0.02,0.00,0.04
18:36:28:628,0.01,0.00,0.04
18:36:28:638,-0.02,0.00,0.02
18:36:28:645,-0.05,0.00,0.01
18:36:28:700,-0.07,0.02,-0.00
18:36:28:704,-0.08,0.02,-0.00
18:36:28:706,-0.06,0.02,0.01
18:36:28:708,-0.04,0.02,0.01
18:36:28:710,-0.02,0.01,0.01
18:36:28:712,-0.01,0.01,0.01
18:36:28:902,0.01,0.01,0.02
18:36:28:904,0.03,0.00,0.04
18:36:28:905,0.05,-0.01,0.05
18:36:28:907,0.06,-0.01,0.05
18:36:28:909,0.04,-0.01,0.03
18:36:28:910,0.01,0.00,-0.01
18:36:28:911,-0.01,0.01,-0.04
18:36:28:913,-0.03,0.02,-0.04
18:36:28:914,-0.03,0.02,-0.03
18:36:28:915,-0.01,0.02,-0.01
18:36:28:917,-0.01,0.02,0.00
18:36:28:919,-0.01,0.01,0.00
18:36:28:920,-0.01,-0.00,-0.05
18:36:28:921,0.02,-0.01,-0.06
18:36:28:931,0.05,-0.01,-0.05
18:36:28:936,0.05,-0.01,-0.03
18:36:28:945,0.06,-0.00,-0.01
18:36:28:955,0.07,-0.00,-0.00
18:36:28:965,0.08,-0.01,-0.01
18:36:29:11,0.09,-0.01,-0.02
18:36:29:14,0.08,-0.00,-0.02
18:36:29:16,0.06,0.01,-0.02
18:36:29:18,0.03,0.01,-0.01
18:36:29:20,0.00,-0.00,-0.00
18:36:29:66,-0.02,-0.01,-0.01
18:36:29:70,-0.04,-0.00,-0.01
18:36:29:72,-0.05,0.00,-0.01
18:36:29:74,-0.04,0.01,0.01
18:36:29:76,-0.02,0.01,0.03
18:36:29:77,-0.03,0.00,0.04
18:36:29:82,-0.04,0.01,0.04
18:36:29:91,-0.05,0.01,0.02
18:36:29:145,-0.04,0.01,-0.00
18:36:29:148,-0.01,0.01,-0.03
18:36:29:150,0.03,-0.00,-0.05
18:36:29:153,0.06,-0.00,-0.06
18:36:29:155,0.07,-0.00,-0.07
18:36:29:156,0.08,-0.01,-0.06
18:36:29:163,0.09,-0.01,-0.04
18:36:29:211,0.09,-0.03,-0.03
18:36:29:214,0.09,-0.04,-0.04
18:36:29:215,0.07,-0.03,-0.03
18:36:29:218,0.04,-0.02,-0.02
18:36:29:220,0.01,-0.00,0.01
18:36:29:221,-0.01,0.01,0.05
18:36:29:228,-0.03,0.01,0.06
18:36:29:239,-0.05,0.01,0.05
18:36:29:247,-0.07,0.01,0.03
18:36:29:256,-0.08,0.01,0.00
18:36:29:266,-0.09,0.02,-0.00
18:36:29:317,-0.08,0.03,0.01
18:36:29:320,-0.06,0.03,0.02
18:36:29:322,-0.04,0.02,0.03
18:36:29:324,-0.01,0.01,0.03
18:36:29:325,0.01,0.01,0.02
18:36:29:327,0.01,0.01,0.02
18:36:29:339,0.02,0.01,0.03
18:36:29:355,0.01,0.01,0.03
18:36:29:363,-0.00,0.01,0.01
18:36:29:373,-0.01,0.01,-0.01
18:36:29:383,-0.01,0.01,-0.01
18:36:29:426,-0.01,0.00,-0.01
18:36:29:429,0.01,0.01,-0.00
18:36:29:431,-0.00,0.01,0.01
18:36:29:433,-0.01,0.01,0.02
18:36:29:441,-0.02,0.01,0.03
18:36:29:451,-0.06,0.00,0.05
18:36:29:460,-0.06,0.00,0.03
18:36:29:510,-0.06,0.00,0.02
18:36:29:514,-0.04,0.00,0.00
18:36:29:516,-0.02,0.00,-0.01
18:36:29:520,0.00,0.00,-0.01
18:36:29:522,0.02,0.00,-0.01
18:36:29:524,0.03,0.00,0.00
18:36:29:531,0.05,0.00,0.01
18:36:29:540,0.05,-0.01,0.01
18:36:29:548,0.04,-0.01,0.01
18:36:29:558,0.03,-0.01,0.01
18:36:29:567,0.02,-0.01,0.01
18:36:29:619,0.02,-0.00,0.01
18:36:29:621,0.02,-0.00,-0.00
18:36:29:623,0.01,-0.00,-0.01
18:36:29:625,0.01,-0.00,-0.03
18:36:29:626,-0.00,-0.00,-0.04
18:36:29:628,-0.01,-0.00,-0.03
18:36:29:639,-0.00,0.01,-0.02
18:36:29:644,0.01,-0.00,-0.01
18:36:29:655,0.02,-0.00,-0.00
18:36:29:664,0.03,-0.01,-0.00
18:36:29:674,0.02,-0.02,-0.00
18:36:29:683,0.02,-0.01,0.01
18:36:29:724,0.02,-0.01,0.02
18:36:29:726,0.01,-0.00,0.03
18:36:29:728,0.01,-0.00,0.04
18:36:29:729,-0.01,-0.00,0.03
18:36:29:732,-0.04,0.01,0.02
18:36:29:742,-0.05,0.01,0.01
18:36:29:756,-0.05,0.01,-0.00
18:36:29:761,-0.04,0.02,-0.00
18:36:29:820,-0.02,0.01,-0.00
18:36:29:985,-0.02,-0.00,-0.00
18:36:29:987,-0.00,-0.00,-0.00
18:36:29:988,0.00,-0.02,0.01
18:36:29:989,0.02,-0.03,0.02
18:36:29:990,0.04,-0.02,0.03
18:36:29:992,0.03,-0.02,0.03
18:36:29:993,0.02,-0.01,0.02
18:36:29:995,0.01,-0.00,-0.01
18:36:29:996,0.01,-0.00,-0.03
18:36:29:998,0.01,-0.00,-0.05
18:36:29:999,0.02,0.01,-0.05
18:36:30:0,0.01,0.01,-0.03
18:36:30:2,-0.03,0.00,0.02
18:36:30:9,-0.03,0.00,0.02
18:36:30:14,-0.02,0.00,0.03
18:36:30:55,-0.01,0.00,0.04
18:36:30:57,0.01,0.00,0.05
18:36:30:59,0.01,0.00,0.04
18:36:30:60,0.00,0.00,0.03
18:36:30:62,-0.02,0.00,0.01
18:36:30:72,-0.02,0.00,-0.00
18:36:30:82,-0.02,0.01,-0.00
18:36:30:91,-0.03,0.02,-0.00
18:36:30:102,-0.01,0.02,-0.00
18:36:30:148,-0.00,0.02,-0.00
18:36:30:150,0.01,0.01,-0.00
18:36:30:152,0.03,-0.00,-0.00
18:36:30:154,0.03,-0.00,-0.00
18:36:30:211,0.03,-0.00,-0.00
18:36:30:213,0.02,-0.00,-0.01
18:36:30:215,0.01,-0.00,-0.01
18:36:30:216,0.01,-0.00,-0.02
18:36:30:219,-0.00,-0.00,-0.02
18:36:30:221,0.01,-0.00,-0.02
18:36:30:228,0.02,0.01,-0.02
18:36:30:240,0.01,0.01,-0.01
18:36:30:247,0.01,0.02,0.00
18:36:30:259,-0.00,0.02,0.01
18:36:30:266,-0.01,0.01,0.01
18:36:30:276,-0.01,0.01,0.01
18:36:30:327,-0.01,-0.00,0.00
18:36:30:329,-0.00,-0.00,-0.01
18:36:30:331,0.01,-0.00,-0.01
18:36:30:333,0.01,-0.00,-0.01
18:36:30:337,0.02,-0.00,-0.01
18:36:30:339,0.01,-0.00,0.00
18:36:30:354,0.01,-0.00,0.00
18:36:30:363,0.00,-0.01,0.01
18:36:30:373,0.00,-0.01,0.00
18:36:30:383,-0.02,-0.01,0.00
18:36:30:437,-0.04,-0.01,0.00
18:36:30:441,-0.05,0.01,-0.01
18:36:30:444,-0.05,0.01,0.00
18:36:30:446,-0.04,0.01,0.01
18:36:30:447,-0.03,0.01,0.02
18:36:30:449,-0.01,0.01,0.03
18:36:30:452,-0.00,-0.00,0.02
18:36:30:463,0.02,-0.00,0.01
18:36:30:476,0.03,-0.00,0.01
18:36:30:480,0.02,-0.00,-0.01
18:36:30:539,0.02,-0.00,-0.00
18:36:30:541,0.01,-0.00,-0.01
18:36:30:544,0.01,-0.00,-0.00
18:36:30:546,0.01,-0.00,-0.01
18:36:30:548,-0.00,0.01,-0.00
18:36:30:550,-0.01,0.02,0.01
18:36:30:554,-0.03,0.02,0.01
18:36:30:562,-0.04,0.03,0.02
18:36:30:567,-0.04,0.03,0.03
18:36:30:577,-0.04,0.03,0.02
18:36:30:638,-0.03,0.04,0.01
18:36:30:641,-0.01,0.03,0.00
18:36:30:643,-0.01,0.02,0.00
18:36:30:646,-0.01,0.01,0.00
18:36:30:648,-0.02,0.01,0.01
18:36:30:650,-0.02,-0.00,0.01
18:36:30:659,-0.02,-0.00,0.01
18:36:30:665,-0.02,-0.00,0.02
18:36:30:674,-0.01,-0.00,0.01
18:36:30:684,0.01,-0.00,0.00
18:36:30:694,0.04,-0.01,-0.01
18:36:30:770,0.07,-0.03,-0.02
18:36:30:773,0.08,-0.02,-0.03
18:36:30:775,0.07,-0.01,-0.03
18:36:30:777,0.05,-0.01,-0.02
18:36:30:779,0.03,0.00,-0.02
18:36:30:782,0.02,-0.01,-0.00
18:36:30:784,0.02,-0.01,-0.00
18:36:30:794,0.01,-0.01,-0.01
18:36:30:800,-0.00,-0.01,-0.01
18:36:30:841,-0.02,-0.01,-0.00
18:36:30:844,-0.03,0.00,0.01
18:36:30:845,-0.04,0.00,0.03
18:36:30:846,-0.06,0.01,0.04
18:36:30:849,-0.06,0.02,0.04
18:36:30:859,-0.07,0.02,0.04
18:36:30:868,-0.07,0.02,0.03
18:36:30:878,-0.06,0.01,0.03
18:36:30:922,-0.05,0.00,0.02
18:36:30:925,-0.03,-0.01,0.02
18:36:31:80,-0.02,0.00,0.02
18:36:31:82,-0.01,0.00,0.01
18:36:31:83,-0.01,0.00,0.02
18:36:31:84,-0.02,0.00,0.02
18:36:31:86,-0.01,-0.01,0.02
18:36:31:87,0.01,-0.01,0.01
18:36:31:88,0.02,-0.01,-0.01
18:36:31:90,0.03,-0.02,-0.02
18:36:31:92,0.03,-0.02,-0.04
18:36:31:93,0.02,-0.02,-0.03
18:36:31:94,0.02,-0.02,-0.02
18:36:31:96,0.02,-0.02,-0.02
18:36:31:97,-0.02,0.02,0.03
18:36:31:98,-0.03,0.02,0.01
18:36:31:106,-0.04,0.01,-0.00
18:36:31:111,-0.05,0.02,-0.02
18:36:31:125,-0.05,0.01,-0.01
18:36:31:130,-0.04,0.00,-0.01
18:36:31:174,-0.02,-0.00,-0.02
18:36:31:176,-0.00,-0.01,-0.02
18:36:31:177,0.03,-0.02,-0.02
18:36:31:179,0.04,-0.02,-0.02
18:36:31:181,0.05,-0.01,-0.01
18:36:31:191,0.05,-0.00,0.00
18:36:31:198,0.03,0.01,0.00
18:36:31:208,0.02,0.01,0.00
18:36:31:217,-0.00,0.01,-0.01
18:36:31:266,-0.02,0.00,-0.02
18:36:31:269,-0.02,0.00,-0.02
18:36:31:272,-0.02,0.00,-0.02
18:36:31:274,-0.02,0.01,-0.01
18:36:31:277,-0.00,0.02,0.00
18:36:31:279,0.01,0.01,0.00
18:36:31:287,0.02,0.01,0.01
18:36:31:296,0.02,0.00,0.01
18:36:31:308,0.01,0.00,0.01
18:36:31:315,-0.00,0.00,0.02
18:36:31:385,-0.02,0.00,0.01
18:36:31:389,-0.03,0.01,0.01
18:36:31:392,-0.04,0.00,0.01
18:36:31:395,-0.05,0.01,0.01
18:36:31:397,-0.04,0.01,0.02
18:36:31:399,-0.04,0.02,0.02
18:36:31:401,-0.04,0.02,0.01
18:36:31:412,-0.03,0.02,0.01
18:36:31:479,-0.01,0.01,0.01
18:36:31:482,0.01,0.00,0.00
18:36:31:484,0.02,0.00,-0.01
18:36:31:488,0.04,-0.01,-0.03
18:36:31:491,0.05,-0.01,-0.03
18:36:31:493,0.06,-0.01,-0.03
18:36:31:495,0.06,-0.01,-0.02
18:36:31:497,0.05,-0.01,-0.01
18:36:31:500,0.03,-0.00,-0.01
18:36:31:509,0.01,-0.00,-0.01
18:36:31:519,0.00,-0.00,-0.01
18:36:31:572,-0.01,0.01,-0.02
18:36:31:575,-0.01,0.01,-0.02
18:36:31:578,-0.01,0.01,-0.01
18:36:31:580,-0.01,0.01,0.00
18:36:31:582,-0.01,0.01,0.01
18:36:31:584,-0.02,-0.00,0.02
18:36:31:587,-0.00,-0.00,0.02
18:36:31:597,0.01,-0.00,0.01
18:36:31:655,0.02,-0.01,0.00
18:36:31:658,0.03,-0.01,-0.01
18:36:31:660,0.03,-0.01,-0.02
18:36:31:662,0.02,-0.01,-0.01
18:36:31:666,0.01,-0.01,-0.01
18:36:31:668,-0.00,-0.01,0.00
18:36:31:677,-0.00,0.00,0.00
18:36:31:684,0.00,0.01,0.01
18:36:31:694,0.01,0.00,0.02
18:36:31:703,0.02,0.01,0.01
18:36:31:757,0.03,0.01,0.00
18:36:31:760,0.02,0.00,0.00
18:36:31:762,0.01,0.00,-0.01
18:36:31:765,0.01,-0.01,-0.01
18:36:31:767,0.01,-0.02,-0.01
18:36:31:776,0.02,-0.01,-0.01
18:36:31:781,0.01,-0.01,0.00
18:36:31:793,0.00,-0.01,0.02
18:36:31:800,0.00,-0.00,0.03
18:36:31:810,-0.01,-0.00,0.04
18:36:31:820,-0.02,-0.00,0.04
18:36:31:907,-0.02,0.01,0.03
18:36:31:909,-0.02,0.02,0.02
18:36:31:911,-0.00,0.03,0.00
18:36:31:913,-0.00,0.02,-0.01
18:36:31:914,0.01,0.01,-0.03
18:36:31:916,0.03,-0.00,-0.05
18:36:31:917,0.04,-0.02,-0.05
18:36:31:919,0.07,-0.02,-0.04
18:36:31:920,0.08,-0.02,-0.02
18:36:31:927,0.08,-0.02,0.00
18:36:31:936,0.06,-0.01,0.02
18:36:31:972,0.04,-0.00,0.01
18:36:31:974,0.02,0.01,0.01
18:36:31:976,-0.02,0.02,0.01
18:36:31:977,-0.03,0.03,0.02
18:36:32:116,-0.04,0.03,0.03
18:36:32:118,-0.05,0.02,0.03
18:36:32:119,-0.05,0.02,0.03
18:36:32:121,-0.05,0.01,-0.00
18:36:32:122,-0.05,-0.00,-0.01
18:36:32:124,-0.03,0.01,-0.01
18:36:32:125,-0.02,0.01,-0.02
18:36:32:126,0.01,0.02,-0.00
18:36:32:128,0.03,0.02,-0.00
18:36:32:129,0.04,0.01,-0.02
18:36:32:131,0.05,-0.00,-0.02
18:36:32:132,0.04,-0.01,-0.03
18:36:32:133,0.00,-0.00,-0.00
18:36:32:135,-0.01,-0.00,-0.00
18:36:32:142,-0.02,-0.01,-0.00
18:36:32:149,-0.01,-0.01,-0.01
18:36:32:159,-0.01,-0.00,-0.00
18:36:32:169,-0.01,-0.00,0.01
18:36:32:207,0.00,-0.00,-0.00
18:36:32:209,-0.01,-0.00,-0.00
18:36:32:211,-0.01,-0.01,-0.01
18:36:32:212,0.00,-0.01,-0.02
18:36:32:217,0.00,-0.02,-0.02
18:36:32:227,0.00,-0.02,-0.01
18:36:32:237,0.01,-0.02,-0.01
18:36:32:280,0.00,-0.01,-0.01
18:36:32:283,-0.01,0.00,-0.00
18:36:32:284,-0.01,0.01,0.00
18:36:32:286,-0.03,0.01,0.02
18:36:32:288,-0.03,0.01,0.03
18:36:32:295,-0.03,0.01,0.02
18:36:32:348,-0.03,0.00,0.02
18:36:32:351,-0.01,0.01,0.00
18:36:32:354,-0.01,0.00,-0.01
18:36:32:357,0.00,-0.00,-0.01
18:36:32:359,0.01,0.01,-0.02
18:36:32:360,0.01,-0.00,-0.02
18:36:32:367,0.02,0.01,-0.02
18:36:32:377,0.02,0.02,-0.02
18:36:32:383,0.02,0.01,-0.02
18:36:32:393,0.03,0.01,-0.02
18:36:32:402,0.03,-0.00,-0.02
18:36:32:451,0.03,-0.01,-0.02
18:36:32:454,0.02,-0.01,-0.01
18:36:32:456,0.00,-0.01,-0.01
18:36:32:459,-0.01,-0.00,0.00
18:36:32:461,-0.03,0.01,0.01
18:36:32:463,-0.03,0.01,0.00
18:36:32:470,-0.03,0.02,0.01
18:36:32:480,-0.03,0.01,0.01
18:36:32:494,-0.02,0.01,0.01
18:36:32:499,-0.02,0.01,0.02
18:36:32:512,-0.03,-0.00,0.02
18:36:32:519,-0.03,-0.00,0.01
18:36:32:572,-0.02,-0.00,0.00
18:36:32:576,-0.02,-0.00,-0.01
18:36:32:578,0.00,-0.00,-0.01
18:36:32:580,0.00,0.01,-0.01
18:36:32:582,0.00,-0.00,-0.00
18:36:32:584,0.01,0.01,0.00
18:36:32:587,0.00,0.02,-0.00
18:36:32:596,0.00,0.02,-0.01
18:36:32:656,0.00,0.02,-0.00
18:36:32:658,-0.01,0.01,-0.01
18:36:32:661,-0.01,0.01,-0.01
18:36:32:663,-0.01,0.01,-0.00
18:36:32:665,-0.02,0.01,-0.00
18:36:32:667,-0.02,0.01,0.00
18:36:32:669,-0.02,0.00,-0.01
18:36:32:678,-0.02,-0.01,0.00
18:36:32:684,-0.02,0.00,0.01
18:36:32:698,-0.02,-0.01,0.00
18:36:32:703,-0.02,-0.01,0.00
18:36:32:713,-0.02,-0.01,0.00
18:36:32:772,-0.01,-0.01,-0.01
18:36:32:775,-0.02,0.00,-0.01
18:36:32:777,-0.01,0.00,-0.01
18:36:32:780,-0.00,0.01,-0.01
18:36:32:782,0.01,0.00,-0.01
18:36:32:785,0.03,0.00,0.00
18:36:32:787,0.03,0.00,0.01
18:36:32:796,0.03,-0.01,0.01
18:36:32:801,0.02,-0.01,0.02
18:36:32:811,0.01,-0.01,0.03
18:36:32:820,-0.00,0.00,0.04
